Structure: Item Name, Item ID
Vesta's spear (bh)#Inactive, 27902
Treasure Trails/Full guide/Beginner, 23182
Mithril dart#(p++), 5639
Super str. mix#(2), 11485
Unfinished bowl (veg ball, historical), 2193
Five barrels, 8864
Bob's black shirt, 10322
Priest gown (bottom), 428
Lemon chunks, 2104
Green satchel, 10878
Bagged flower, 8451
Gilded portal nexus, 22706
Twisted coat (t1), 24407
Dragon full helm ornament kit, 12538
Red crystal (Mourning's End Part II), 6640
Lunar staff, 9084
Bounty supply crate (unobtainable item), 30576
Beam, 7973
Super str. mix#(1), 11487
Pineapple pizza#Full, 2301
Raw jubbly, 7566
Group ironman platelegs (unranked), 27044
Cooked chicken (undead), 4291
Team-13 cape, 4339
Amulet of torture (Last Man Standing), 27173
Fire cape (animation item), 10566
Crystal halberd (historical)#1/10, 13101
Burnt jogre bonemeal, 4259
Research notes (Rune Mysteries), 291
Easter egg (2014 Easter event)#Pink, 7932
Twisted coat (t2), 24399
Aqualux amalgam#Processed, 30025
Blue toad, 6089
Wilderness cape (Wilderness Wars)#B0aty, 21429
Airtight pot, 4436
Torag's helm (Last Man Standing), 23637
Steel crossbow, 9179
Maoma's full helm#Locked, 26746
Orange goblin mail, 286
Zogre bone#Polished, 7850
Burnt oomlie, 2426
Trousers (lilac), 5038
Strong cup of tea, 26904
Wyvern visage, 21637
Corrupted teleport crystal, 23858
Shayzien supply set (2), 13566
Sigil of preservation#Un-attuned, 26123
Dusty scroll (Secrets of the North), 27595
Urium remains, 25419
Unfinished batta (fruit, historical)#Lime, 2263
Large statue#Bob, 8084
Callisto cub#Normal, 13178
Grim reaper hood, 12845
Teak pyre logs, 6211
Clue scroll (easy) - Thanks, Grandma!, 19821
Shayzien supply set (1), 13565
Oak blackjack(o), 6408
Orange seedling#Unwatered, 5482
Clue scroll (easy) - At the standing stones north of Falador, 2719
Elven boots, 24003
Bronze scimitar, 1321
Seers icon, 28304
Abyssal head, 7979
Enchanted lyre#(2), 6125
Willow blackjack, 4600
Malediction ward, 11924
Necklace of anguish (or), 22249
Beer, 1917
Shadow diamond, 4673
Super energy mix#(1), 11483
Sigil of the meticulous mage#Attuned, 26002
Servery plain pizza, 13409
Fencing ring, 8024
Clan cloak#Orange, 25714
Secret report, 26918
Ecumenical key shard, 26388
Long kebbit bolts, 10159
Evil chicken legs, 20442
Custom bow string, 3702
Reward casket (medium), 20545
Hunters' loot sack (basic), 29242
Thieving cape#Trimmed, 9778
Reward casket (beginner), 23245
Enchanted lyre#(1), 3691
Rune scimitar (saradomin), 23332
Treasonous ring, 12605
Spatula, 7439
Clue scroll (beginner) - Always walking around the castle grounds, 23182
Mystic boots, 4097
Corrupted legs (basic), 23846
Mirror shield, 4156
Tumeken's guardian#Tumeken's Damaged Guardian, 27386
Clue scroll (elite) - W marks the spot, 12148
Fighter torso#Normal, 10551
Enchanted lyre#(4), 6127
Rainbow fish, 10136
Ornate banner stand#Twisted, 25356
Sapphire lantern#Unlit, 4701
Elite void robe#Locked, 24180
Combat potion#(3), 9741
Journal (Horror from the Deep), 3845
Zanik (unobtainable item)#Normal, 8887
Hallowed ring, 24731
Adamant platebody (g), 2607
Arclight#Inactive, 30305
Max cape#Inventory, 13280
Ram mask, 29929
Short plant, 8189
Dwarven stout(m) (keg)#1 pint, 5851
Enchanted lyre#(3), 6126
Mystic mist staff, 20733
Green marionette (strung), 6869
Mahogany demon lectern, 8340
Monk's robe top (t), 23303
Half full wine jug, 1989
Graceful cape (Adventurer)#Worn, 27449
Fremennik black cloak, 3789
Dizana's quiver#Broken, 28826
White lily seed, 22887
Superior calamity chest#Locked, 26752
Requisition note, 28423
Super energy mix#(2), 11481
Elixir of everlasting, 22422
Graceful cape (Hallowed)#Worn, 24748
Combat potion#(4), 9739
Toban's key, 2378
Prayer regeneration potion#(1), 30134
Dragon scimitar (Last Man Standing), 20406
Team-20 cape, 4353
Hespori seed, 22875
Karamthulhu, 6716
Gielinor's flora - bushes, 23011
Imbued saradomin cape#Normal, 21791
Enchanted water talisman, 28964
Echo ahrim's hood#Undamaged, 30445
Earth rune (The Slug Menace), 9695
Axeman's folly, 5751
Bell bauble#Unpainted, 6846
Tentacle pool, 8303
Dni23 torso croptops, 29704
Enchanted lyre#(5), 13079
Mahogany bookcase, 8321
Amy's saw, 24880
Teak table (flatpack), 8554
Suqah leather, 9081
Runner hat#Normal, 10549
Powder grey pumpkin (2024 Halloween event)#Happy, 30230
Anchovy oil, 11264
Stick (item), 4179
Occult altar, 20620
Pat of butter, 6697
Raging echoes mithril trophy, 30471
Berserker necklace, 11128
Master farmer (interface item), 5068
Vial of blood (A Taste of Hope), 22405
Premade veg batta, 2227
Twisted adamant trophy, 24376
Clue scroll (easy) - Search the bucket in the Port Sarim jail, 12192
Antidote+ mix#(1), 11503
Dragon spear#(p), 1263
Trailblazer reloaded relic hunter (t2) armour set, 28780
Light ballista, 19478
Adamant platebody (t), 2599
Decorative shield (white), 4507
Ghostspeak amulet#Normal, 552
Helm of neitiznot (Last Man Standing), 23591
Dark squall hood, 29566
White candy, 24982
Tonameyo white, 29958
Plague jacket, 284
Verac's brassard#(broken), 4992
Bandos hilt, 11812
Red halloween mask, 1057
Yin yang amulet, 7803
Half made crunchy (spicy), 9579
Super energy#(4), 3016
Mixture - step 2#4 dose, 10917
Ring of shadows#Uncharged, 28329
Ugthanki kebab, 1885
Antidote+ mix#(2), 11501
Bedsheet#Regular, 4284
Iron brutal, 4778
White platebody, 6617
Strange old lockpick#Used, 24738
Mithril fire arrow#Lit, 2537
Orange pumpkin (2024 Halloween event)#Angry, 30199
Monk's robe top (g), 20199
Cod, 339
Tome of water#Charged, 25574
Imbued guthix max hood, 21786
Small snowball, 26328
Robin hood hat, 2581
Casket, 405
Cap and goggles, 9946
Armageddon rug, 29619
Elven top (yellow), 24009
Granite cannonball, 21728
Mithril set (lg), 13000
Mud pie, 7170
Crystalline bowstring, 23869
Bear ribs#Polished, 7817
Bronze plateskirt (g), 12209
Rune armour set (sk), 13026
Mummy's legs, 20089
Zombie axe, 28810
Monkey skull, 4034
Clue scroll (hard) - Mine was the strangest birth under the sun, 3580
Graceful gloves (Agility Arena)#Inventory, 21073
Shorts (brown), 5042
Orange pentagon, 9604
Smouldering pot, 6772
Green spiky vambraces, 10079
Beige pumpkin (2024 Halloween event)#Evil, 30171
Calquat keg, 5769
Ore pack (Volcanic Mine), 27693
Larupia legs, 10041
Rune spear#(p++), 5728
Clue scroll (easy) - Wave on Mudskipper Point, 10190
Square shield (Construction)#Arrav, 8106
Symptoms list, 7411
Game book, 7681
Rune hasta#(p++), 11419
Giant boulder, 25314
Boots of lightness#Inventory, 88
Void melee helm#Broken, 20481
Red d'hide body, 2501
Gloves of silence, 10075
Iron pickaxe (nz), 11721
Starter sword, 22331
Worm hole, 2191
Rotten tomato, 2518
Varlamore envoy, 21756
Rancid turkey, 11848
Ruby, 1603
Clue scroll (elite) - A ring of water surrounds 4 powerful rings, 19809
Pot of tea (trimmed)#1 cup, 7722
Black knife#(p+), 5658
Mahogany bed (Mahogany Homes)#1, 24925
Mahogany bed (Mahogany Homes)#2, 24925
Mahogany bed (Mahogany Homes)#3, 24925
Mahogany bed (Mahogany Homes)#4, 24925
Mahogany bed (Mahogany Homes)#5, 24925
Heron#Great blue, 25600
Large fossilised limbs, 21600
Rusty scimitar, 6721
Vyre noble pants (purple), 24816
Selected iron, 10488
Bob's green shirt, 10320
Unknown fluid#2, 22770
Orange pumpkin#Evil, 30268
Unknown fluid#1, 22769
Dirty note#Lake Molch Island, 27516
Tattered scroll, 607
Unknown fluid#5, 22773
Id papers, 1584
Unknown fluid#4, 22772
Unknown fluid#3, 22771
Key (Olaf's Quest)#Triangle, 11041
Wolf bone#Unpolished, 7830
Healer icon#Small moustache, 22310
Unidentified fragment (misc), 26548
Clue scroll (hard) - The cheapest water for miles around, 7248
Basilisk head, 7977
Rum (blue), 8941
Purple tricorn hat, 8964
Bronze spear#(kp), 3170
Attacker icon#Pointy, 22721
Unfinished batta (fruit, historical)#Orange, 2265
Mushroom potato, 7058
Lava rune, 4699
Ring of life, 2570
Het's capture, 27302
Teak shelves (Mahogany Homes), 24916
Bloodbark legs, 25416
Torches (Construction), 8129
Bagged dead tree, 8417
Forestry basket#Open, 28145
Bronze dart#(p+), 5628
M. treasure chest (flatpack), 9864
Cannon furnace (or), 26526
Arcenia root, 708
Blue dragonhide set, 12867
Rune heraldic helm (Guthix), 8474
Granite helm, 10589
Looting bag#Open, 22586
Shayzien gloves (5), 13377
Fishbowl#Seaweed, 6669
Scarab mould, 26952
Clue scroll (medium) - 12.28N 34.37E, 12037
Moonclan hat, 9069
Rock (elemental), 1480
Apple seedling#Unwatered, 5480
Carved oak bench, 8110
Shayzien gloves (4), 13372
Tangled toad's legs, 2187
Cyan crystal (Tale of the Righteous, interface item), 22366
Steel coffin#Open, 25470
Wester papaya, 21241
Vampyre dust, 3325
Red disk, 3743
Thatch spar light, 6281
Pirate hat &amp; patch, 12412
Tin ore, 438
Spell (unobtainable item)#Entangle, 3322
Powerbox#Unbroken, 10993
Crystal halberd (i)#4/10, 13087
Mangled bones, 11337
Stone wall, 8198
Shayzien gloves (3), 13367
Graceful top (Lovakengj)#Worn, 13608
Mith grapple, 9419
Infernal cape#Normal, 21295
Dragon key piece#Morytania piece, 22090
Mithril arrowtips, 42
Prifddinas teleport, 23771
Corrupted tumeken's shadow#Uncharged, 28549
Wizard's head, 6957
Cup of tea (Ghosts Ahoy)#Normal, 4245
Slayer task/Suqah, 9105
Graceful gloves (Varlamore)#Worn, 30059
Silver key (H.A.M.), 8868
Hex edit detected#Ring, 6197
Elder (-)#(1), 20913
Armadyl bracers, 12506
Super energy#(1), 3022
Bronze bolts#Poison++, 6062
Shayzien gloves (2), 13362
Guthix symbol, 8057
Maple blackjack, 6416
Clue scroll (medium) - Karamja Jam, 23138
Keg of beer, 3801
Sapphire amulet (u), 1675
Clue scroll (hard) - 20.33N 15.48E, 2735
Phoenix#Regular, 20693
Clue scroll (easy) - Search the crates in Falador General store, 23154
Elder (-)#(2), 20914
Locator orb, 22081
Graceful hood (Trailblazer)#Inventory, 25069
Shayzien gloves (1), 13357
Corrupted zuriel's robe bottom (bh)#Inactive, 27995
Dragon staff of collection, 30611
Barrelchest anchor#Fixed, 10887
Bloodbark boots, 25410
Gnome scarf, 9470
Oyster pearl, 411
Cabbage (unobtainable item)#Twitch July 2018 buy, 22519
Iban's staff (u), 12658
Globetrotter pendant, 28765
Super energy#(3), 3018
Spell (unobtainable item)#Blood Blitz, 4644
Big pirate hat, 12355
Bronze plateskirt (t), 12219
Maple roots, 6047
Granite gloves, 21736
Blue beret, 2633
Super energy#(2), 3020
Book of the dead, 25818
Shadow quartz, 28272
Resper powder, 28348
Dual macuahuitl, 28997
Old red disk, 9947
Clue scroll (easy) - Search chests found in the upstairs of shops in Port Sarim, 3495
Large leaf bush, 8190
Gilded wardrobe, 9834
White cavalier, 12321
Larupia hat, 10045
Unfired pot, 1787
Hunter cape#Untrimmed, 9948
Limpwurt root, 225
Plain pizza#Half, 2291
Amulet of the monarchs, 30376
Gas mask, 1506
Kwuarm potion (unf), 105
Clue scroll (easy) - Search the crates near a cart in Varrock, 2709
Rune kiteshield (Kandarin), 8732
Beacon ring, 11014
Poem, 29879
Spell (unobtainable item)#Lvl-6 Enchant, 6567
Fremennik kilt, 23246
Morytania legs 1, 13112
Morytania legs 2, 13113
Morytania legs 3, 13114
Sigil of remote storage#Un-attuned, 26141
Teak dining bench (flatpack), 8568
Morytania legs 4, 13115
Spider on shaft (burnt), 6303
Magic shortbow, 861
Clue scroll (medium) - This crate holds a better reward than a broken arrow, 7304
Rune pouch (Last Man Standing), 23650
Dragonfire ward#Uncharged, 22003
Rift guardian#Water, 20671
Antique lamp (Grandmaster Combat Achievements), 25925
Icy jumper, 28786
Grip's keyring, 1588
Bucket of water (Meiyerditch), 9659
Muddy rock, 4492
White 2h sword, 6609
Graceful cape (Arceuus)#Inventory, 13581
Challenge scroll#Medium, 2842
Quest point cape#Trimmed, 13068
Ensouled bear head#Drop, 13462
Bronze halberd, 3190
Void knight mace#Broken, 20473
Empty bucket, 3727
Decorative shield (gold)#Broken, 20491
Sealed message, 9653
Toy mouse#Normal, 7767
Sliding button#10, 3922
Sliding button#11, 3924
Elder (-)#(3), 20915
Combat potion#(1), 9745
Burnt curry, 2013
Arachnids of vampyrium, 22508
'perfect' necklace, 774
Oak toy box#Closed, 9836
Sigil of the treasure hunter#Un-attuned, 26051
Sigil of binding#Un-attuned, 26066
Elder (-)#(4), 20916
Blamish oil, 1582
Clue scroll (medium) - 12.39N 30.07W, 19774
Jug of sunfire wine, 29382
Clue scroll (medium) - 00.13S 13.58E, 3588
Chilli potato, 7054
Combat potion#(2), 9743
Message (fireplace), 9649
Amulet of glory (t)#Uncharged, 10362
A handwritten book, 9627
Snake over-cooked, 7580
Clue bottle (hard), 13650
Void knight top (or)#Normal, 26463
Void knight gloves (or)#Normal, 26467
Ahrim's robetop (Last Man Standing), 20598
Origami balloon#Pink, 9941
Hallowed hammer, 24727
Wristbands of the arena (i)#Broken, 26697
Brewin' guide (unobtainable item), 8990
Chef's delight (flatpack), 8526
Broodoo shield (disease)#(10), 6237
Sliding button#23, 3948
Sliding button#24, 3950
Teapot#Clay, 7702
Beaver#Willow, 28230
Runite ore fragment, 21538
Coins (My Arm's Big Adventure), 6964
Logs (Tutorial Island)#2020, 24650
Dragon key (unobtainable item), 22092
Clue scroll (medium) - 00.18S 09.28E, 3590
Guthan's platebody#Undamaged, 4728
Fire max cape#Locked, 24134
Fremennik blue cloak, 3763
Barrelchest anchor imbue scroll, 28074
Clue scroll (elite) - 24.15N 13.30E, 23147
Sliding button#21, 3944
Sliding button#22, 3946
Clan wars cape#Long, 12661
Crystal crown (Trahaearn), 23915
Raging echoes rune trophy, 30467
Sliding button#20, 3942
Sliding button#14, 3930
Sliding button#15, 3932
Sliding button#12, 3926
Beer barrel, 8239
Sliding button#13, 3928
Sliding button#18, 3938
Sliding button#19, 3940
Skull torches, 8130
Teleport focus, 8331
Healer icon#Pointy, 23481
Sliding button#16, 3934
Sliding button#17, 3936
Ensouled dragon head#Drop, 13510
Mulch#Two ingredients, 28649
Heavy casket, 19941
Grail bell, 17
Granite maul (Last Man Standing), 20557
Normal tax bag, 10833
Attacker icon#Small moustache, 22722
Shadow sword, 10858
Blue elegant skirt, 10430
Hunters' loot sack (expert), 29246
Bronze spear#(p++), 5718
Moonlight potion#4 dose, 29080
Phrin remains, 3398
Oak blackjack(d), 6410
Relicym's balm#(4), 4842
Flower crown#Pride, 27035
Clue scroll (easy) - Speak to Ellis in Al Kharid, 2684
Zamorak d'hide body, 10370
Toad crunchies, 2217
Double eye patch, 19727
Teak throne, 8358
Clue scroll (hard) - UZZU MUJHRKYYKJ, 19900
Super kebab, 4608
Sigil of slaughter#Un-attuned, 26108
Obsidian decorative bench, 20652
Zamorak stole, 10474
Blue spiky vambraces, 10081
Portal talisman (cosmic), 26896
Kwuarm, 263
Flattened hide, 6171
Iorwerth camp teleport, 12410
Super potion set, 13066
Ice diamond, 4671
Deadman's chest#Deadman Mode, 13317
Clue scroll (medium) - SAND NUT, 19748
Pole, 4494
Chugging barrel#Assembled, 30000
Undead chicken (item), 10487
Raging echoes death scroll, 30455
Raw summer pie, 7216
Zamorak max hood, 13334
Graceful cape (Trailblazer)#Worn, 25074
Zalcano shard, 23908
Top of sceptre, 9010
Gold leaf (unobtainable item), 4692
Black mask (i)#(3), 11781
Beige pumpkin#Silly, 30239
Unfired bowl, 1791
Crystal crown (Amlodd), 23925
Steel sq shield, 1177
Blue crystal (Mourning's End Part II), 6644
Ring of wealth (i)#(i4), 20787
Dragon defender (t)#Normal, 19722
Ancestral key, 6792
Huntsman's kit, 29309
Fresh start helper, 27462
Oak telescope (flatpack), 8644
Raw kryket bat (4), 20878
Red candy, 24984
Surok's letter, 11010
Huzamogaarb key, 26573
Red icon#Clean-shaven, 25233
Spell (unobtainable item)#Charge Air Orb, 3316
Capt' arnav's chest, 26613
Unfired plant pot, 5352
Black mask (i)#(2), 11782
Topiary bush#Abyssal Sire, 20638
Training sword, 9703
Pond, 8170
Asgarnian ale(m) (keg)#3 pints, 5863
Ring of wealth (i)#(i3), 20788
Ochre snelm, 3331
Karil's coif#(broken), 4932
Corrupted morrigan's leather chaps (bh)#Inactive, 27986
Clue scroll (hard) - BLUE GRIM GUIDED, 19886
Mixed hide top, 29280
Iron knife#(unp), 863
Steel gold-trimmed set (sk), 20385
Black mask (i)#(1), 11783
Dark dagger, 746
Highwayman mask (unobtainable item), 979
Awakener's orb, 28334
Burnt pitta bread, 1867
Old notes (Karuulm Slayer Dungeon)#7, 23035
Powder grey pumpkin (2024 Halloween event)#Silly, 30224
Old notes (Karuulm Slayer Dungeon)#5, 23031
Saradomin brew#(4), 6685
Old notes (Karuulm Slayer Dungeon)#6, 23033
White headband, 12299
Long rope, 24790
Sigil of lithe#Attuned, 29660
Sturdy boots, 3700
Beginner wand, 6908
Superior shadow torch, 28365
Coin pouch#Warrior, 22524
Bronze sq shield, 1173
Dwarf weed seed, 5303
Ring of wealth (i)#(i5), 20786
Green marionette, 6866
Burnt kebbit, 29155
Clue scroll (medium) - I EVEN, 12059
Old notes (Karuulm Slayer Dungeon)#3, 23027
Old notes (Karuulm Slayer Dungeon)#4, 23029
Casket (unobtainable item)#Varrock mine, 2718
Old notes (Karuulm Slayer Dungeon)#1, 23023
Old notes (Karuulm Slayer Dungeon)#2, 23025
Grimy guam leaf, 199
Arder-resper poison, 28355
Loop half of key (moon key), 30107
Pink sweets, 4564
Reward casket (elite), 20543
Dragon metal shard, 22097
Steel claws, 3097
Rune scimitar ornament kit (zamorak), 23327
Polar kebbit fur, 10117
Rock-shell chunk, 6157
Varlamore invitation, 28972
Ballad, 6793
White destabiliser, 9913
Clue scroll (beginner) - RUG DETER, 23182
Celestial signet#Uncharged, 25543
Liquid adrenaline#(1), 27341
Circlet of water#Uncharged, 26967
Zamorakian hasta, 11889
Abyssal dagger (bh)#(unp), 27861
Field ration, 7934
Hunters' talisman#Normal, 3696
Wyvern bones, 6812
Crafting hood, 9782
Dragon dagger (cr)#(p++), 28025
Clue scroll (easy) - Shrug in the mine near Rimmington, 10202
Liquid adrenaline#(2), 27339
Ancient globe, 25686
Mummy's hands, 20086
Golden scarab, 9028
Ring of wealth (i)#(i2), 20789
Raisins, 30717
Premade wiz blz'd, 2040
Guthix plateskirt, 3480
Maple shield, 22257
Bird house (item), 21512
Spell (unobtainable item)#Enfeeble, 3320
Potato seed, 5318
Ring of wealth (i)#(i1), 20790
Broken staff, 689
Swampbark legs, 25401
Varrock census records, 22035
Cooking apple, 1955
Blamish myre shell (round), 3345
Fishbowl (pet)#Bluefish, 6670
Atlatl dart, 28991
Letter (The Golem), 4615
Rock-shell boots, 6145
Turquoise slayer helmet (i)#Soul Wars, 25187
Rune hasta#(p), 11414
Ring of stone, 6583
Teak altar#Zamorak, 8063
Bronze key (H.A.M.), 8867
Venom-riddled note, 29809
Black desert robe, 6752
Yellow dark bow paint, 12761
Ranis' head, 25964
Dodgy necklace, 21143
Masori assembler#Broken, 27359
Magic cape#Trimmed, 9763
Blue egg, 10533
Zamorak full helm, 2657
Red pumpkin (2024 Halloween event)#Uncarved, 30166
Kebbit (unobtainable item)#Desert devil, 9956
Wand (What Lies Below), 11012
Shattered relics mystic ornament kit, 26541
Pet penance queen, 12703
Teak larder, 8235
Raging echoes relic hunter (t1) armour set, 30331
Batta tin, 2164
Iban's shadow, 1500
Iron trimmed set (sk), 12978
10th birthday cape, 27812
Blue butterfly wing, 29224
Beige pumpkin (2024 Halloween event)#Shocked, 30174
Smoke rune, 4697
Fresh monkfish#Raw, 7942
Gnome spice, 2169
Female H.A.M. (interface item), 4295
Sphinx's token, 4691
Clue scroll (elite) - Mix yellow with blue and add heat, 19799
Steel spear#(p+), 5708
Mystic water staff, 1403
Tropical wagtail (interface item), 9969
Gold sink, 26269
Dizana's max cape#Broken, 28830
Temple coin, 23497
Cocktail guide, 2023
Sigil of the dwarves#Un-attuned, 26084
Sigil of fortification#Attuned, 26005
